Date,FIPS,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity
05/25/2021,36061,21,New York County,NY,53.1,864948,864914,59.1,856180,61.3,196394,71.1,97.4,1029969,63.2,1029885,70.3,1001758,71.7,219993,79.7,C,12,12,12,12,Metro,4,4,4,4
05/25/2021,36081,21,Queens County,NY,45.5,1025872,1025834,52.8,1013771,56.2,242823,65.9,97.4,1266546,56.2,1266467,65.2,1234262,68.5,280118,76.1,C,11,12,12,11,Metro,3,4,4,3
05/25/2021,36047,21,Kings County,NY,36.3,928845,928796,43.1,919904,46.5,204831,55.7,97.4,1137760,44.4,1137617,52.8,1111254,56.1,238557,64.8,D,14,15,15,15,Metro,2,3,3,3
05/25/2021,36085,21,Richmond County,NY,40,190628,190616,46.6,188397,50.6,56714,71.5,97.4,223661,47,223639,54.7,218355,58.6,63057,79.5,B,7,7,8,8,Metro,3,3,4,4
05/24/2021,36047,21,Kings County,NY,36.1,923081,923034,42.9,914280,46.2,204123,55.5,97.4,1133251,44.3,1133109,52.6,1107311,55.9,238079,64.7,D,14,15,15,15,Metro,2,3,3,3
05/24/2021,36005,21,Bronx County,NY,33.1,469303,469255,39.7,464692,43.4,121541,64.4,97.4,580603,40.9,580529,49.2,566976,53,138073,73.1,D,14,14,15,15,Metro,2,2,3,3
05/24/2021,36081,21,Queens County,NY,45.2,1018894,1018856,52.4,1006965,55.9,242130,65.7,97.4,1261060,56,1260981,64.9,1229620,68.2,279627,75.9,C,11,12,12,11,Metro,3,4,4,3
05/24/2021,36061,21,New York County,NY,52.9,861524,861490,58.8,852824,61.1,196112,71,97.4,1027316,63.1,1027233,70.2,999461,71.6,219750,79.6,C,12,12,12,12,Metro,4,4,4,4
05/24/2021,36085,21,Richmond County,NY,39.9,189879,189867,46.4,187678,50.4,56615,71.4,97.4,223016,46.8,222994,54.5,217799,58.5,62995,79.4,B,6,7,8,8,Metro,2,3,4,4
05/23/2021,36081,21,Queens County,NY,44.9,1012120,1012082,52.1,1000487,55.5,241654,65.6,97.4,1255596,55.7,1255518,64.6,1225548,68,279305,75.8,C,11,12,12,11,Metro,3,4,4,3
05/23/2021,36085,21,Richmond County,NY,39.7,189260,189248,46.3,187076,50.2,56557,71.3,97.4,222575,46.7,222553,54.4,217470,58.4,62967,79.4,B,6,7,8,8,Metro,2,3,4,4
05/23/2021,36005,21,Bronx County,NY,32.9,467271,467223,39.6,462753,43.3,121386,64.3,97.4,578710,40.8,578636,49.0,565533,52.9,137974,73.1,D,14,14,15,15,Metro,2,2,3,3
05/23/2021,36047,21,Kings County,NY,35.9,918003,917957,42.6,909330,45.9,203699,55.4,97.4,1129204,44.1,1129062,52.4,1104035,55.8,237774,64.6,D,14,15,15,15,Metro,2,3,3,3
05/23/2021,36061,21,New York County,NY,52.7,858424,858390,58.6,849843,60.9,195915,71,97.4,1024885,62.9,1024803,70.0,997555,71.4,219627,79.5,C,12,12,12,12,Metro,4,4,4,4
05/22/2021,36047,20,Kings County,NY,35.5,908728,908683,42.2,900329,45.5,202687,55.1,97.3,1120925,43.8,1120784,52.1,1097482,55.4,237136,64.5,D,14,15,15,15,Metro,2,3,3,3
05/22/2021,36081,20,Queens County,NY,44.3,999144,999106,51.4,987986,54.8,240543,65.3,97.3,1244275,55.2,1244198,64.0,1216799,67.5,278523,75.6,C,11,12,12,11,Metro,3,4,4,3
05/22/2021,36005,20,Bronx County,NY,32.6,462607,462559,39.2,458290,42.8,120983,64.1,97.3,574431,40.5,574357,48.6,562223,52.6,137689,72.9,D,14,14,15,15,Metro,2,2,3,3
05/22/2021,36085,20,Richmond County,NY,39.5,188071,188059,46,185932,49.9,56411,71.1,97.3,221408,46.5,221386,54.1,216546,58.1,62844,79.2,B,6,7,7,8,Metro,2,3,3,4
05/22/2021,36061,20,New York County,NY,52.3,851594,851560,58.2,843223,60.4,195400,70.8,97.3,1020060,62.6,1019979,69.7,993872,71.2,219272,79.4,C,12,12,12,12,Metro,4,4,4,4
05/21/2021,36061,20,New York County,NY,51.9,845963,845930,57.8,837711,60,194823,70.6,97.4,1016445,62.4,1016366,69.4,990773,71,218933,79.3,C,12,12,12,12,Metro,4,4,4,4
05/21/2021,36005,20,Bronx County,NY,32.2,456911,456863,38.7,452747,42.3,120236,63.7,97.4,569552,40.2,569478,48.2,558143,52.2,137211,72.7,D,14,14,15,15,Metro,2,2,3,3
05/21/2021,36081,20,Queens County,NY,43.9,989847,989809,50.9,978951,54.3,239518,65,97.4,1238161,54.9,1238084,63.7,1211717,67.2,277948,75.5,C,11,12,12,11,Metro,3,4,4,3
05/21/2021,36047,20,Kings County,NY,35.2,901051,901007,41.8,892846,45.1,201657,54.8,97.4,1115141,43.6,1115004,51.8,1092574,55.2,236489,64.3,D,14,15,15,15,Metro,2,3,3,3
05/21/2021,36085,20,Richmond County,NY,39.3,186911,186899,45.7,184814,49.6,56237,70.9,97.4,220452,46.3,220431,53.9,215756,57.9,62736,79.1,B,6,7,7,8,Metro,2,3,3,4
05/20/2021,36085,20,Richmond County,NY,38.9,185291,185279,45.3,183247,49.2,56029,70.7,97.4,218523,45.9,218502,53.4,214236,57.5,62529,78.9,B,6,7,7,8,Metro,2,3,3,4
05/20/2021,36081,20,Queens County,NY,43.3,977004,976966,50.3,966517,53.6,238087,64.6,97.4,1225658,54.4,1225581,63.1,1201658,66.7,276865,75.2,C,11,12,12,11,Metro,3,4,4,3
05/20/2021,36061,20,New York County,NY,51.4,837103,837070,57.2,829068,59.4,194074,70.3,97.4,1007785,61.9,1007709,68.8,984510,70.5,218302,79.1,C,12,12,12,12,Metro,4,4,4,4
05/20/2021,36047,20,Kings County,NY,34.8,889643,889602,41.3,881757,44.6,200242,54.4,97.4,1103803,43.1,1103669,51.3,1083556,54.7,235344,64,D,14,15,15,15,Metro,2,3,3,3
05/20/2021,36005,20,Bronx County,NY,31.8,450840,450792,38.2,446854,41.8,119440,63.3,97.4,563323,39.7,563250,47.7,552928,51.7,136638,72.4,D,14,14,15,15,Metro,2,2,3,3
05/19/2021,36061,20,New York County,NY,51.1,831965,831932,56.8,824063,59,193566,70.1,97.4,1003217,61.6,1003142,68.5,981133,70.3,217900,78.9,C,12,12,12,12,Metro,4,4,4,4
05/19/2021,36085,20,Richmond County,NY,38.7,184086,184074,45,182099,48.9,55858,70.4,97.4,217560,45.7,217539,53.2,213452,57.3,62424,78.7,B,6,7,7,8,Metro,2,3,3,4
05/19/2021,36005,20,Bronx County,NY,31.4,445624,445577,37.7,441784,41.3,118719,62.9,97.4,558401,39.4,558329,47.3,548805,51.3,136164,72.1,D,14,14,15,15,Metro,2,2,3,3
05/19/2021,36081,20,Queens County,NY,42.9,966371,966333,49.7,956197,53.1,236801,64.3,97.4,1217977,54,1217900,62.7,1195146,66.3,275985,74.9,C,11,11,12,11,Metro,3,3,4,3
05/19/2021,36047,20,Kings County,NY,34.4,880622,880581,40.9,872937,44.1,198983,54.1,97.4,1096999,42.9,1096867,50.9,1078029,54.5,234645,63.8,D,14,15,15,15,Metro,2,3,3,3
05/18/2021,36061,20,New York County,NY,50.7,824969,824936,56.3,817272,58.5,193012,69.9,97.3,996145,61.2,996070,68.0,976948,70,217477,78.8,C,12,12,12,11,Metro,4,4,4,3
05/18/2021,36081,20,Queens County,NY,42.3,954458,954422,49.1,944658,52.4,235619,64,97.3,1209299,53.7,1209225,62.2,1188333,65.9,275238,74.7,C,11,11,12,11,Metro,3,3,4,3
05/18/2021,36085,20,Richmond County,NY,38.3,182402,182390,44.6,180484,48.5,55645,70.2,97.3,216300,45.4,216280,52.9,212473,57,62286,78.5,B,6,7,7,8,Metro,2,3,3,4
05/18/2021,36047,20,Kings County,NY,34,870904,870866,40.4,863515,43.6,197842,53.8,97.3,1088954,42.5,1088828,50.6,1071986,54.2,233971,63.6,D,14,15,15,15,Metro,2,3,3,3
05/18/2021,36005,20,Bronx County,NY,31.1,440408,440361,37.3,436728,40.8,118098,62.6,97.3,553236,39,553164,46.8,544387,50.9,135689,71.9,D,14,14,15,15,Metro,2,2,3,3
05/17/2021,36085,20,Richmond County,NY,38.1,181173,181161,44.3,179302,48.1,55493,70,97.3,215654,45.3,215635,52.7,211931,56.9,62207,78.4,B,6,7,7,8,Metro,2,3,3,4
05/17/2021,36081,20,Queens County,NY,42,946257,946223,48.7,936693,52,234763,63.7,97.3,1204523,53.4,1204450,62.0,1184207,65.7,274788,74.6,C,11,11,12,11,Metro,3,3,4,3
05/17/2021,36047,20,Kings County,NY,33.8,864656,864618,40.2,857371,43.3,197133,53.6,97.3,1084940,42.4,1084817,50.4,1068590,54,233554,63.5,D,14,15,15,15,Metro,2,3,3,3
05/17/2021,36005,20,Bronx County,NY,30.8,436817,436771,37,433238,40.5,117662,62.3,97.3,550254,38.8,550182,46.6,541775,50.7,135410,71.7,D,14,14,15,15,Metro,2,2,3,3
05/17/2021,36061,20,New York County,NY,50.4,820557,820524,56,812945,58.2,192665,69.8,97.3,993019,61,992944,67.8,974732,69.8,217229,78.7,C,12,12,12,11,Metro,4,4,4,3
05/16/2021,36061,20,New York County,NY,50.1,816542,816510,55.8,809112,57.9,192461,69.7,97.3,989339,60.7,989266,67.6,972680,69.7,217110,78.6,C,12,12,12,11,Metro,4,4,4,3
05/16/2021,36085,20,Richmond County,NY,37.8,180178,180166,44.1,178354,47.9,55397,69.9,97.3,214919,45.1,214900,52.5,211375,56.8,62164,78.4,B,6,7,7,7,Metro,2,3,3,3
05/16/2021,36081,20,Queens County,NY,41.6,937728,937694,48.3,928588,51.5,234164,63.6,97.3,1198602,53.2,1198529,61.7,1179601,65.4,274390,74.5,C,11,11,12,11,Metro,3,3,4,3
05/16/2021,36047,20,Kings County,NY,33.5,858431,858394,39.9,851346,43,196576,53.4,97.3,1080495,42.2,1080373,50.2,1065198,53.8,233231,63.4,D,14,14,15,15,Metro,2,2,3,3
05/16/2021,36005,20,Bronx County,NY,30.6,434196,434150,36.8,430733,40.3,117457,62.2,97.3,547937,38.6,547866,46.4,539982,50.5,135268,71.7,D,14,14,15,15,Metro,2,2,3,3
05/15/2021,36085,19,Richmond County,NY,37.4,178285,178273,43.6,176517,47.4,55175,69.6,97.3,213410,44.8,213392,52.2,210229,56.4,62005,78.2,B,6,7,7,7,Metro,2,3,3,3
05/15/2021,36061,19,New York County,NY,49.6,808480,808448,55.2,801268,57.4,191921,69.5,97.3,983027,60.4,982957,67.1,969371,69.4,216856,78.5,C,11,12,12,11,Metro,3,4,4,3
05/15/2021,36047,19,Kings County,NY,33.1,846737,846700,39.3,839980,42.4,195308,53.1,97.3,1073493,41.9,1073375,49.9,1059826,53.5,232595,63.2,D,14,14,15,15,Metro,2,2,3,3
05/15/2021,36005,19,Bronx County,NY,30.2,428966,428920,36.3,425717,39.8,116965,62,97.3,543654,38.3,543583,46.0,536473,50.2,134899,71.5,D,14,14,14,15,Metro,2,2,2,3
05/15/2021,36081,19,Queens County,NY,41,923728,923695,47.5,915126,50.8,233103,63.3,97.3,1189731,52.8,1189658,61.2,1172569,65.1,273634,74.3,C,11,11,12,11,Metro,3,3,4,3
05/14/2021,36061,19,New York County,NY,49.1,799173,799144,54.6,792155,56.7,191134,69.2,97.3,976887,60,976819,66.7,965182,69.1,216406,78.4,C,11,12,12,11,Metro,3,4,4,3
05/14/2021,36085,19,Richmond County,NY,37,176223,176211,43.1,174511,46.9,54945,69.3,97.3,212226,44.6,212208,51.9,209290,56.2,61897,78.1,B,6,7,7,7,Metro,2,3,3,3
05/14/2021,36047,19,Kings County,NY,32.6,834598,834561,38.8,828137,41.8,193951,52.7,97.3,1065877,41.6,1065760,49.5,1053536,53.2,231748,63,D,14,14,15,15,Metro,2,2,3,3
05/14/2021,36081,19,Queens County,NY,40.4,910860,910827,46.9,902644,50.1,231852,62.9,97.3,1182131,52.4,1182059,60.8,1166029,64.7,272810,74.1,C,11,11,12,11,Metro,3,3,4,3
05/14/2021,36005,19,Bronx County,NY,29.8,423176,423131,35.8,420118,39.3,116360,61.6,97.3,539134,38,539064,45.6,532678,49.8,134460,71.2,D,13,14,14,15,Metro,1,2,2,3
05/13/2021,36081,19,Queens County,NY,39.9,898930,898898,46.3,891164,49.4,230713,62.6,97.3,1175172,52.1,1175100,60.5,1159814,64.3,272034,73.9,C,10,11,11,11,Metro,2,3,3,3
05/13/2021,36047,19,Kings County,NY,32.2,823087,823053,38.2,816892,41.3,192767,52.4,97.3,1059232,41.4,1059121,49.2,1047968,52.9,230902,62.8,D,14,14,15,15,Metro,2,2,3,3
05/13/2021,36085,19,Richmond County,NY,36.7,174689,174677,42.7,173018,46.5,54734,69,97.3,211169,44.3,211151,51.6,208438,56,61778,77.9,B,6,7,7,7,Metro,2,3,3,3
05/13/2021,36061,19,New York County,NY,48.6,790795,790766,54,784010,56.1,190505,69,97.3,972300,59.7,972233,66.4,961579,68.9,216025,78.2,C,11,12,12,11,Metro,3,4,4,3
05/13/2021,36005,19,Bronx County,NY,29.5,417739,417694,35.4,414823,38.8,115714,61.3,97.3,535191,37.7,535121,45.3,529061,49.5,133991,71,D,13,14,14,15,Metro,1,2,2,3
05/12/2021,36061,19,New York County,NY,48.1,783253,783225,53.5,776695,55.6,189950,68.8,97.3,969287,59.5,969220,66.2,958652,68.7,215670,78.1,C,11,12,12,11,Metro,3,4,4,3
05/12/2021,36085,19,Richmond County,NY,36.4,173423,173411,42.4,171811,46.1,54573,68.8,97.3,210319,44.2,210301,51.4,207624,55.7,61621,77.7,B,6,7,7,7,Metro,2,3,3,3
05/12/2021,36005,19,Bronx County,NY,29.1,412914,412869,35,410167,38.3,115183,61,97.3,531765,37.5,531695,45.0,525751,49.2,133547,70.7,D,13,14,14,15,Metro,1,2,2,3
05/12/2021,36081,19,Queens County,NY,39.4,886962,886930,45.6,879674,48.8,229587,62.3,97.3,1170090,51.9,1170019,60.2,1154863,64.1,271359,73.7,C,10,11,11,11,Metro,2,3,3,3
05/12/2021,36047,19,Kings County,NY,31.7,811874,811841,37.7,805951,40.7,191554,52.1,97.3,1054321,41.2,1054210,49.0,1043159,52.7,230175,62.6,D,14,14,15,15,Metro,2,2,3,3
05/11/2021,36085,19,Richmond County,NY,36.1,171706,171694,42,170180,45.7,54380,68.6,97.3,209701,44,209683,51.3,207037,55.6,61541,77.6,B,6,7,7,7,Metro,2,3,3,3
05/11/2021,36005,19,Bronx County,NY,28.7,407611,407566,34.5,405064,37.9,114618,60.7,97.3,528371,37.3,528301,44.7,522456,48.8,133151,70.5,D,13,14,14,15,Metro,1,2,2,3
05/11/2021,36061,19,New York County,NY,47.5,774352,774325,52.9,768079,55,189287,68.6,97.3,966193,59.3,966126,66.0,955630,68.4,215332,78,C,11,12,12,11,Metro,3,4,4,3
05/11/2021,36047,19,Kings County,NY,31.2,799388,799355,37.1,793958,40.1,190290,51.7,97.3,1048812,41,1048701,48.7,1037832,52.4,229382,62.4,D,14,14,15,15,Metro,2,2,3,3
05/11/2021,36081,19,Queens County,NY,38.8,874299,874267,45,867511,48.1,228341,62,97.3,1164187,51.7,1164116,59.9,1149162,63.8,270611,73.5,C,10,11,11,11,Metro,2,3,3,3
05/10/2021,36081,19,Queens County,NY,38.3,863160,863128,44.4,856802,47.5,227275,61.7,97.3,1158700,51.4,1158629,59.6,1143908,63.5,269909,73.3,C,10,11,11,11,Metro,2,3,3,3
05/10/2021,36085,19,Richmond County,NY,35.7,170081,170069,41.6,168634,45.3,54190,68.3,97.3,208906,43.9,208888,51.1,206282,55.4,61450,77.5,B,6,7,7,7,Metro,2,3,3,3
05/10/2021,36061,19,New York County,NY,47.1,767005,766978,52.4,760992,54.5,188930,68.4,97.3,963330,59.1,963263,65.8,952855,68.2,215101,77.9,C,11,12,12,11,Metro,3,4,4,3
05/10/2021,36047,19,Kings County,NY,30.8,788735,788703,36.6,783694,39.6,189228,51.4,97.3,1044508,40.8,1044397,48.5,1033683,52.2,228860,62.2,D,14,14,14,15,Metro,2,2,2,3
05/10/2021,36005,19,Bronx County,NY,28.5,403733,403688,34.2,401336,37.5,114230,60.5,97.3,526075,37.1,526005,44.5,520243,48.6,132881,70.4,D,13,14,14,15,Metro,1,2,2,3
05/09/2021,36005,19,Bronx County,NY,28.2,399234,399189,33.8,397065,37.1,113838,60.3,97.3,523664,36.9,523594,44.3,517934,48.4,132657,70.3,D,13,14,14,15,Metro,1,2,2,3
05/09/2021,36085,19,Richmond County,NY,35.3,168143,168131,41.1,166775,44.8,53978,68.1,97.3,207899,43.7,207881,50.8,205324,55.1,61334,77.3,B,6,7,7,7,Metro,2,3,3,3
05/09/2021,36061,19,New York County,NY,46.4,755548,755522,51.6,749958,53.7,188577,68.3,97.3,959594,58.9,959527,65.5,949260,68,214886,77.8,C,11,12,12,11,Metro,3,4,4,3
05/09/2021,36081,19,Queens County,NY,37.6,847104,847073,43.6,841462,46.7,226117,61.4,97.3,1152055,51.1,1151984,59.3,1137556,63.1,269327,73.1,C,10,11,11,11,Metro,2,3,3,3
05/09/2021,36047,19,Kings County,NY,30.3,774967,774935,36,770391,38.9,188290,51.2,97.3,1039358,40.6,1039247,48.3,1028714,52,228375,62.1,D,14,14,14,15,Metro,2,2,2,3
05/08/2021,36081,18,Queens County,NY,36.8,829225,829195,42.7,824344,45.7,224645,61,97.3,1144082,50.8,1144013,58.9,1129925,62.7,268586,72.9,C,10,11,11,11,Metro,2,3,3,3
05/08/2021,36061,18,New York County,NY,45.6,741947,741921,50.7,736882,52.8,188027,68.1,97.3,955319,58.7,955252,65.2,945160,67.7,214568,77.7,C,11,12,12,11,Metro,3,4,4,3
05/08/2021,36085,18,Richmond County,NY,34.7,165247,165235,40.4,164032,44,53659,67.7,97.3,206706,43.4,206688,50.5,204175,54.8,61210,77.2,B,6,7,7,7,Metro,2,3,3,3
05/08/2021,36047,18,Kings County,NY,29.6,758919,758887,35.2,754865,38.1,187003,50.8,97.3,1032724,40.3,1032613,48.0,1022304,51.7,227586,61.9,D,13,14,14,15,Metro,1,2,2,3
05/08/2021,36005,18,Bronx County,NY,27.7,392914,392871,33.3,391015,36.6,113215,60,97.3,520150,36.7,520081,44.0,514580,48.1,132347,70.1,D,13,14,14,15,Metro,1,2,2,3
05/07/2021,36005,18,Bronx County,NY,27.2,386299,386257,32.7,384636,36,112545,59.6,97.3,516149,36.4,516081,43.7,510718,47.8,131895,69.9,D,13,14,14,15,Metro,1,2,2,3
05/07/2021,36081,18,Queens County,NY,36,812443,812413,41.8,808126,44.8,222977,60.5,97.3,1136747,50.4,1136678,58.5,1122814,62.3,267662,72.7,C,10,11,11,11,Metro,2,3,3,3
05/07/2021,36085,18,Richmond County,NY,34.2,162627,162615,39.8,161574,43.4,53363,67.3,97.3,205768,43.2,205750,50.3,203264,54.6,61106,77.1,B,6,6,7,7,Metro,2,2,3,3
05/07/2021,36047,18,Kings County,NY,29,743333,743301,34.5,739676,37.4,185575,50.4,97.3,1026010,40.1,1025899,47.6,1015756,51.3,226659,61.6,D,13,14,14,15,Metro,1,2,2,3
05/07/2021,36061,18,New York County,NY,44.8,728999,728973,49.8,724293,51.9,187325,67.8,97.3,950714,58.4,950648,64.9,940670,67.4,214065,77.5,C,11,11,12,11,Metro,3,3,4,3
05/06/2021,36061,18,New York County,NY,44.1,718346,718320,49.1,713997,51.1,186604,67.6,97.3,945923,58.1,945857,64.6,935993,67,213622,77.4,C,11,11,12,11,Metro,3,3,4,3
05/06/2021,36005,18,Bronx County,NY,26.9,381015,380973,32.3,379547,35.5,111937,59.3,97.3,511951,36.1,511883,43.3,506638,47.4,131389,69.6,D,13,14,14,15,Metro,1,2,2,3
05/06/2021,36085,18,Richmond County,NY,33.7,160406,160394,39.2,159484,42.8,53096,67,97.3,204443,42.9,204425,50.0,201995,54.2,60901,76.8,B,6,6,7,7,Metro,2,2,3,3
05/06/2021,36047,18,Kings County,NY,28.5,730733,730701,33.9,727430,36.8,184237,50.1,97.3,1018801,39.8,1018690,47.3,1008756,51,225723,61.4,D,13,14,14,15,Metro,1,2,2,3
05/06/2021,36081,18,Queens County,NY,35.4,798291,798261,41.1,794525,44.1,221546,60.1,97.3,1128618,50.1,1128549,58.1,1114927,61.9,266734,72.4,C,10,11,11,11,Metro,2,3,3,3
05/05/2021,36081,18,Queens County,NY,34.7,782607,782577,40.3,779413,43.2,219894,59.7,97.3,1117943,49.6,1117874,57.5,1104591,61.3,265255,72,C,10,11,11,11,Metro,2,3,3,3
05/05/2021,36061,18,New York County,NY,43.3,705243,705217,48.2,701415,50.2,185625,67.2,97.3,938101,57.6,938036,64.1,928352,66.5,212521,77,C,11,11,12,11,Metro,3,3,4,3
05/05/2021,36047,18,Kings County,NY,28,715815,715784,33.2,713035,36,182845,49.7,97.3,1009512,39.4,1009404,46.9,999722,50.5,224412,61,D,13,14,14,14,Metro,1,2,2,2
05/05/2021,36005,18,Bronx County,NY,26.5,375328,375286,31.8,374057,35,111183,58.9,97.3,506782,35.7,506716,42.9,501617,46.9,130745,69.3,D,13,14,14,15,Metro,1,2,2,3
05/05/2021,36085,18,Richmond County,NY,33.2,157952,157940,38.6,157209,42.2,52843,66.6,97.3,203320,42.7,203302,49.7,200920,53.9,60736,76.6,B,6,6,7,7,Metro,2,2,3,3
05/04/2021,36061,18,New York County,NY,42.5,692877,692851,47.3,689483,49.4,184993,67,97.3,932524,57.3,932459,63.7,922908,66.1,211950,76.8,C,11,11,11,11,Metro,3,3,3,3
05/04/2021,36085,18,Richmond County,NY,32.6,155370,155358,38,154754,41.5,52557,66.3,97.3,202134,42.5,202116,49.4,199786,53.6,60524,76.3,B,6,6,7,7,Metro,2,2,3,3
05/04/2021,36047,18,Kings County,NY,27.4,702524,702494,32.6,700108,35.4,181600,49.4,97.3,1001458,39.1,1001350,46.5,991902,50.1,223270,60.7,D,13,14,14,14,Metro,1,2,2,2
05/04/2021,36081,18,Queens County,NY,34.1,768837,768807,39.6,766033,42.5,218416,59.3,97.3,1108379,49.2,1108311,57.0,1095329,60.8,263931,71.7,C,10,10,11,11,Metro,2,2,3,3
05/04/2021,36005,18,Bronx County,NY,26.1,370390,370348,31.4,369282,34.5,110600,58.6,97.3,502179,35.4,502114,42.5,497154,46.5,130038,68.9,D,13,14,14,15,Metro,1,2,2,3
05/03/2021,36061,18,New York County,NY,42,684852,684826,46.8,681721,48.8,184554,66.8,97.2,929814,57.1,929749,63.5,920266,65.9,211691,76.7,C,11,11,11,11,Metro,3,3,3,3
05/03/2021,36085,18,Richmond County,NY,32.4,154222,154211,37.7,153643,41.3,52409,66.1,97.2,201478,42.3,201460,49.3,199158,53.5,60427,76.2,B,6,6,7,7,Metro,2,2,3,3
05/03/2021,36005,18,Bronx County,NY,25.8,366577,366535,31,365572,34.2,110215,58.4,97.2,499661,35.2,499596,42.3,494726,46.3,129734,68.7,D,13,14,14,15,Metro,1,2,2,3
05/03/2021,36047,18,Kings County,NY,27,690776,690746,32.1,688643,34.8,180409,49,97.2,996725,38.9,996618,46.3,987285,49.9,222625,60.5,D,13,14,14,14,Metro,1,2,2,2
05/03/2021,36081,18,Queens County,NY,33.6,757687,757657,39,755180,41.9,217316,59,97.2,1102723,48.9,1102655,56.7,1089817,60.5,263241,71.5,C,10,10,11,11,Metro,2,2,3,3
05/02/2021,36081,18,Queens County,NY,33.1,746260,746230,38.4,744149,41.3,216330,58.7,97.2,1096396,48.6,1096328,56.4,1083743,60.1,262779,71.3,C,10,10,11,11,Metro,2,2,3,3
05/02/2021,36005,18,Bronx County,NY,25.7,364402,364360,30.9,363474,34,109995,58.3,97.2,497784,35.1,497719,42.1,492925,46.1,129590,68.7,D,13,14,14,15,Metro,1,2,2,3
05/02/2021,36085,18,Richmond County,NY,32.2,153338,153327,37.5,152801,41,52247,65.9,97.2,200928,42.2,200910,49.1,198636,53.3,60347,76.1,B,6,6,7,7,Metro,2,2,3,3
05/02/2021,36047,18,Kings County,NY,26.6,680671,680641,31.6,678811,34.3,179562,48.8,97.2,992512,38.8,992405,46.1,983213,49.7,222244,60.4,D,13,14,14,14,Metro,1,2,2,2
05/02/2021,36061,18,New York County,NY,41.7,678599,678573,46.3,675752,48.4,184272,66.7,97.2,927264,56.9,927199,63.3,917830,65.7,211534,76.6,C,11,11,11,11,Metro,3,3,3,3
05/01/2021,36047,17,Kings County,NY,26.1,668543,668514,31,666926,33.7,178597,48.5,97.2,986375,38.5,986271,45.8,977264,49.4,221530,60.2,D,13,14,14,14,Metro,1,2,2,2
05/01/2021,36005,17,Bronx County,NY,25.4,360768,360726,30.5,359925,33.7,109558,58,97.2,494020,34.8,493955,41.8,489360,45.8,129255,68.5,D,13,14,14,15,Metro,1,2,2,3
05/01/2021,36081,17,Queens County,NY,32.6,734304,734275,37.8,732499,40.6,215140,58.4,97.2,1087780,48.3,1087713,56.0,1075530,59.7,262080,71.2,C,10,10,11,11,Metro,2,2,3,3
05/01/2021,36085,17,Richmond County,NY,31.9,151880,151869,37.1,151387,40.6,52061,65.6,97.2,199953,42,199935,48.9,197692,53.1,60242,76,B,6,6,7,7,Metro,2,2,3,3
05/01/2021,36061,17,New York County,NY,41.1,669360,669334,45.7,666840,47.8,183793,66.6,97.2,923570,56.7,923505,63.1,914297,65.5,211249,76.5,C,11,11,11,11,Metro,3,3,3,3
04/30/2021,36081,17,Queens County,NY,31.9,719781,719752,37,718258,39.9,213353,57.9,97.2,1078079,47.8,1078012,55.5,1066100,59.1,260986,70.9,C,10,10,10,11,Metro,2,2,2,3
04/30/2021,36047,17,Kings County,NY,25.5,653664,653638,30.4,652295,33,177119,48.1,97.2,978412,38.2,978308,45.4,969485,49,220431,59.9,D,13,14,14,14,Metro,1,2,2,2
04/30/2021,36061,17,New York County,NY,40.3,655977,655952,44.8,653760,46.8,182890,66.2,97.2,917746,56.3,917682,62.7,908610,65.1,210580,76.3,C,11,11,11,11,Metro,3,3,3,3
04/30/2021,36005,17,Bronx County,NY,25,355209,355169,30.1,354496,33.1,108703,57.6,97.2,488090,34.4,488025,41.3,483602,45.2,128073,67.8,D,13,14,14,15,Metro,1,2,2,3
04/30/2021,36085,17,Richmond County,NY,31.4,149610,149599,36.6,149208,40.1,51743,65.2,97.2,198356,41.7,198338,48.5,196168,52.7,60008,75.7,B,6,6,7,7,Metro,2,2,3,3
04/29/2021,36047,17,Kings County,NY,24.9,637944,637918,29.6,636782,32.2,175517,47.7,97.2,970517,37.9,970413,45.1,961824,48.6,219320,59.6,D,13,13,14,14,Metro,1,1,2,2
04/29/2021,36005,17,Bronx County,NY,24.6,349060,349022,29.6,348463,32.6,107649,57,97.2,482988,34.1,482924,40.9,478650,44.8,127318,67.4,D,13,13,14,15,Metro,1,1,2,3
04/29/2021,36085,17,Richmond County,NY,30.9,146938,146927,35.9,146622,39.4,51358,64.8,97.2,197151,41.4,197133,48.2,194997,52.4,59845,75.5,B,6,6,6,7,Metro,2,2,2,3
