Date,FIPS,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity
09/21/2021,36005,38,Bronx County,NY,54.4,771201,771130,65.3,717217,67.1,145569,77.1,97.5,905296,63.8,905172,76.6,833982,78,158779,84.1,D,16,16,16,16,Metro,4,4,4,4
09/20/2021,36061,38,New York County,NY,70.4,1146649,1146552,78.3,1097392,78.6,219095,79.3,97.5,1320259,81.1,1320080,90.2,1253514,89.8,244037,88.4,C,12,12,12,12,Metro,4,4,4,4
09/20/2021,36085,38,Richmond County,NY,57.6,274461,274437,67.1,258238,69.3,64640,81.5,97.5,308854,64.9,308816,75.5,288584,77.5,69875,88.1,B,8,8,8,8,Metro,4,4,4,4
09/20/2021,36047,38,Kings County,NY,54.3,1390526,1390411,64.6,1312941,66.3,250835,68.2,97.5,1597273,62.4,1597030,74.2,1499773,75.8,278170,75.6,D,16,16,16,15,Metro,4,4,4,3
09/20/2021,36005,38,Bronx County,NY,54.2,769277,769206,65.1,715614,66.9,145487,77.1,97.5,903231,63.7,903108,76.5,832158,77.8,158683,84.1,D,16,16,16,16,Metro,4,4,4,4
09/20/2021,36081,38,Queens County,NY,68.8,1550898,1550828,79.8,1453698,80.7,289793,78.7,97.5,1764309,78.3,1764163,90.8,1646390,91.3,320733,87.1,C,12,12,12,12,Metro,4,4,4,4
09/19/2021,36005,38,Bronx County,NY,54.1,767878,767807,65,714482,66.8,145436,77,97.5,901813,63.6,901691,76.4,830945,77.7,158620,84,D,16,16,16,16,Metro,4,4,4,4
09/19/2021,36081,38,Queens County,NY,68.7,1547579,1547509,79.6,1450956,80.5,289581,78.6,97.5,1761178,78.1,1761032,90.6,1643640,91.2,320512,87,C,12,12,12,12,Metro,4,4,4,4
09/19/2021,36085,38,Richmond County,NY,57.5,273789,273765,66.9,257700,69.2,64609,81.5,97.5,308233,64.7,308195,75.4,288076,77.3,69844,88.1,B,8,8,8,8,Metro,4,4,4,4
09/19/2021,36061,38,New York County,NY,70.3,1145649,1145553,78.2,1096524,78.5,219024,79.3,97.5,1318910,81,1318733,90.1,1252357,89.7,243883,88.3,C,12,12,12,12,Metro,4,4,4,4
09/19/2021,36047,38,Kings County,NY,54.2,1387771,1387656,64.4,1310615,66.2,250686,68.1,97.5,1594344,62.3,1594102,74.0,1497254,75.6,278004,75.6,D,16,16,16,15,Metro,4,4,4,3
09/18/2021,36085,37,Richmond County,NY,57.3,272863,272840,66.7,256949,69,64559,81.4,97.5,307352,64.6,307314,75.1,287349,77.1,69806,88,B,8,8,8,8,Metro,4,4,4,4
09/18/2021,36047,37,Kings County,NY,54,1383015,1382902,64.2,1306706,66,250404,68.1,97.5,1589512,62.1,1589270,73.8,1493132,75.4,277725,75.5,D,16,16,16,15,Metro,4,4,4,3
09/18/2021,36081,37,Queens County,NY,68.4,1542751,1542681,79.4,1447013,80.3,289322,78.5,97.5,1756948,78,1756802,90.4,1639983,91,320260,86.9,C,12,12,12,12,Metro,4,4,4,4
09/18/2021,36061,37,New York County,NY,70.2,1143847,1143751,78.1,1094994,78.4,218922,79.3,97.5,1316672,80.8,1316496,89.9,1250406,89.5,243691,88.3,C,12,12,12,12,Metro,4,4,4,4
09/18/2021,36005,37,Bronx County,NY,53.9,764923,764852,64.8,712140,66.6,145331,77,97.5,898849,63.4,898728,76.1,828454,77.5,158519,84,D,16,16,16,16,Metro,4,4,4,4
09/17/2021,36061,37,New York County,NY,70.1,1141959,1141864,78,1093319,78.3,218767,79.2,97.5,1314115,80.7,1313940,89.7,1248185,89.4,243452,88.2,C,12,12,12,12,Metro,4,4,4,4
09/17/2021,36005,37,Bronx County,NY,53.7,761424,761353,64.5,709192,66.3,145167,76.9,97.5,894780,63.1,894659,75.8,825018,77.1,158335,83.9,D,16,16,16,16,Metro,4,4,4,4
09/17/2021,36085,37,Richmond County,NY,57.1,272043,272020,66.5,256253,68.8,64525,81.4,97.5,306479,64.4,306441,74.9,286606,77,69749,88,B,8,8,8,8,Metro,4,4,4,4
09/17/2021,36047,37,Kings County,NY,53.9,1378730,1378617,64,1302923,65.8,250109,68,97.5,1584431,61.9,1584190,73.6,1488629,75.2,277377,75.4,D,16,16,16,15,Metro,4,4,4,3
09/17/2021,36081,37,Queens County,NY,68.2,1537627,1537557,79.1,1442449,80,288557,78.3,97.5,1751205,77.7,1751059,90.1,1634784,90.7,319361,86.7,C,12,12,12,12,Metro,4,4,4,4
09/16/2021,36081,37,Queens County,NY,68,1532324,1532254,78.8,1437832,79.8,287770,78.1,97.5,1745092,77.4,1744946,89.8,1629209,90.4,318398,86.4,C,12,12,12,12,Metro,4,4,4,4
09/16/2021,36085,37,Richmond County,NY,56.9,271056,271033,66.3,255390,68.6,64458,81.3,97.5,305338,64.1,305300,74.6,285607,76.7,69675,87.9,B,8,8,8,8,Metro,4,4,4,4
09/16/2021,36061,37,New York County,NY,70,1139949,1139854,77.8,1091562,78.2,218602,79.2,97.5,1311416,80.5,1311243,89.5,1245790,89.2,243174,88.1,C,12,12,12,12,Metro,4,4,4,4
09/16/2021,36005,37,Bronx County,NY,53.4,757865,757794,64.2,706243,66,144989,76.8,97.5,890618,62.8,890499,75.4,821425,76.8,158177,83.8,D,16,16,16,16,Metro,4,4,4,4
09/16/2021,36047,37,Kings County,NY,53.7,1374387,1374274,63.8,1299129,65.6,249760,67.9,97.5,1578767,61.7,1578527,73.3,1483587,75,276960,75.3,D,16,16,16,15,Metro,4,4,4,3
09/15/2021,36085,37,Richmond County,NY,56.7,270155,270132,66,254606,68.4,64394,81.2,97.5,304299,63.9,304261,74.4,284667,76.4,69618,87.8,B,8,8,8,8,Metro,4,4,4,4
09/15/2021,36081,37,Queens County,NY,67.8,1528031,1527961,78.6,1434044,79.6,287487,78.1,97.5,1740406,77.2,1740260,89.6,1624909,90.2,318089,86.4,C,12,12,12,12,Metro,4,4,4,4
09/15/2021,36047,37,Kings County,NY,53.5,1369897,1369784,63.6,1295131,65.4,249428,67.8,97.5,1573199,61.5,1572960,73.1,1478450,74.7,276577,75.2,D,16,16,16,15,Metro,4,4,4,3
09/15/2021,36005,37,Bronx County,NY,53.2,754299,754228,63.9,703241,65.8,144801,76.7,97.5,886367,62.5,886248,75.0,817663,76.4,158008,83.7,D,16,16,16,16,Metro,4,4,4,4
09/15/2021,36061,37,New York County,NY,69.9,1137682,1137589,77.7,1089545,78,218435,79.1,97.5,1308473,80.3,1308300,89.3,1243157,89,242902,88,C,12,12,12,12,Metro,4,4,4,4
09/14/2021,36081,37,Queens County,NY,67.6,1524383,1524313,78.4,1430864,79.4,287251,78,97.5,1736456,77,1736311,89.4,1621275,90,317827,86.3,C,12,12,12,12,Metro,4,4,4,4
09/14/2021,36047,37,Kings County,NY,53.4,1366284,1366171,63.4,1291885,65.3,249144,67.7,97.5,1568265,61.3,1568026,72.8,1473918,74.5,276266,75.1,D,16,16,16,15,Metro,4,4,4,3
09/14/2021,36085,37,Richmond County,NY,56.6,269462,269439,65.9,253994,68.2,64353,81.2,97.5,303504,63.7,303466,74.2,283942,76.2,69577,87.7,B,8,8,8,8,Metro,4,4,4,4
09/14/2021,36005,37,Bronx County,NY,53,751176,751105,63.6,700598,65.5,144638,76.6,97.5,882337,62.2,882218,74.7,814083,76.1,157844,83.6,D,16,16,16,16,Metro,4,4,4,4
09/14/2021,36061,37,New York County,NY,69.7,1135814,1135721,77.6,1087869,77.9,218283,79.1,97.5,1305988,80.2,1305816,89.2,1240902,88.9,242667,87.9,C,12,12,12,12,Metro,4,4,4,4
09/13/2021,36081,37,Queens County,NY,67.5,1521949,1521880,78.3,1428700,79.3,287099,77.9,97.5,1733467,76.9,1733322,89.2,1618633,89.8,317645,86.2,C,12,12,12,12,Metro,4,4,4,4
09/13/2021,36061,37,New York County,NY,69.6,1134331,1134238,77.5,1086500,77.8,218180,79,97.5,1303678,80,1303507,89.0,1238831,88.7,242517,87.8,C,12,12,12,12,Metro,4,4,4,4
09/13/2021,36085,37,Richmond County,NY,56.5,269050,269027,65.8,253630,68.1,64329,81.1,97.5,302942,63.6,302904,74.1,283449,76.1,69542,87.7,B,8,8,8,8,Metro,4,4,4,4
09/13/2021,36047,37,Kings County,NY,53.3,1363547,1363435,63.3,1289405,65.1,248934,67.7,97.5,1564107,61.1,1563868,72.6,1470235,74.3,276034,75,D,16,16,16,15,Metro,4,4,4,3
09/13/2021,36005,37,Bronx County,NY,52.8,749107,749036,63.4,698813,65.3,144540,76.6,97.5,879207,62,879089,74.4,811357,75.9,157750,83.6,D,16,16,16,16,Metro,4,4,4,4
09/12/2021,36085,37,Richmond County,NY,56.4,268465,268442,65.6,253164,68,64296,81.1,97.5,302237,63.5,302199,73.9,282864,75.9,69515,87.7,B,8,8,8,8,Metro,4,4,4,4
09/12/2021,36047,37,Kings County,NY,53.2,1361149,1361037,63.2,1287373,65,248801,67.6,97.5,1560720,61,1560483,72.5,1467444,74.1,275893,75,D,16,16,16,15,Metro,4,4,4,3
09/12/2021,36005,37,Bronx County,NY,52.7,747678,747607,63.3,697629,65.2,144487,76.5,97.5,876769,61.8,876652,74.2,809434,75.7,157683,83.5,D,16,16,16,16,Metro,4,4,4,4
09/12/2021,36081,37,Queens County,NY,67.4,1518893,1518824,78.2,1426224,79.1,286947,77.9,97.5,1729818,76.7,1729674,89.0,1615576,89.6,317482,86.2,C,12,12,12,12,Metro,4,4,4,4
09/12/2021,36061,37,New York County,NY,69.6,1133274,1133181,77.4,1085585,77.7,218120,79,97.5,1301917,79.9,1301747,88.9,1237292,88.6,242389,87.8,C,12,12,12,12,Metro,4,4,4,4
09/11/2021,36061,36,New York County,NY,69.4,1131129,1131036,77.2,1083790,77.6,217998,79,97.5,1298972,79.8,1298803,88.7,1234715,88.4,242170,87.7,C,12,12,12,12,Metro,4,4,4,4
09/11/2021,36085,36,Richmond County,NY,56.2,267473,267450,65.4,252370,67.8,64228,81,97.5,301074,63.2,301036,73.6,281903,75.7,69451,87.6,B,8,8,8,8,Metro,4,4,4,4
09/11/2021,36047,36,Kings County,NY,53,1356188,1356077,63,1283328,64.8,248461,67.5,97.5,1554948,60.7,1554711,72.2,1462570,73.9,275592,74.9,D,16,16,16,15,Metro,4,4,4,3
09/11/2021,36005,36,Bronx County,NY,52.5,744407,744336,63,695122,65,144367,76.5,97.5,872612,61.5,872496,73.9,806156,75.4,157544,83.5,D,16,16,16,16,Metro,4,4,4,4
09/11/2021,36081,36,Queens County,NY,67.2,1513768,1513699,77.9,1422050,78.9,286686,77.8,97.5,1724517,76.5,1724375,88.7,1611243,89.4,317186,86.1,C,12,12,12,12,Metro,4,4,4,4
09/10/2021,36005,36,Bronx County,NY,52.3,741115,741044,62.7,692519,64.7,144224,76.4,97.5,868330,61.2,868215,73.5,802741,75.1,157401,83.4,D,16,16,16,16,Metro,4,4,4,4
09/10/2021,36047,36,Kings County,NY,52.8,1351929,1351819,62.8,1279750,64.7,248098,67.4,97.5,1549550,60.5,1549315,72.0,1457958,73.7,275301,74.8,D,16,16,16,15,Metro,4,4,4,3
09/10/2021,36085,36,Richmond County,NY,56,266596,266575,65.2,251697,67.6,64177,80.9,97.5,300060,63,300023,73.4,281080,75.5,69402,87.5,B,8,8,8,8,Metro,4,4,4,4
09/10/2021,36061,36,New York County,NY,69.3,1129198,1129107,77.1,1082133,77.5,217851,78.9,97.5,1296329,79.6,1296162,88.5,1232438,88.3,241972,87.6,C,12,12,12,12,Metro,4,4,4,4
09/10/2021,36081,36,Queens County,NY,67,1509900,1509831,77.7,1418886,78.7,286425,77.8,97.5,1720142,76.3,1720000,88.5,1607645,89.2,316927,86,C,12,12,12,12,Metro,4,4,4,4
09/09/2021,36061,36,New York County,NY,69.2,1126723,1126634,76.9,1080008,77.3,217650,78.8,97.5,1293461,79.4,1293296,88.3,1229970,88.1,241716,87.5,C,12,12,12,12,Metro,4,4,4,4
09/09/2021,36005,36,Bronx County,NY,51.8,734891,734820,62.2,687627,64.3,143837,76.2,97.5,862051,60.8,861936,73.0,797739,74.6,157149,83.3,D,16,16,16,16,Metro,4,4,4,4
09/09/2021,36085,36,Richmond County,NY,55.8,265651,265630,64.9,250918,67.4,64114,80.8,97.5,299150,62.8,299113,73.1,280301,75.3,69339,87.4,B,8,8,8,8,Metro,4,4,4,4
09/09/2021,36047,36,Kings County,NY,52.6,1346403,1346294,62.5,1275122,64.4,247646,67.3,97.5,1543994,60.3,1543761,71.7,1453241,73.4,274969,74.7,D,16,16,16,15,Metro,4,4,4,3
09/09/2021,36081,36,Queens County,NY,66.8,1504571,1504502,77.4,1414608,78.5,286057,77.7,97.5,1715485,76.1,1715344,88.3,1603776,89,316639,86,C,12,12,12,12,Metro,4,4,4,4
09/08/2021,36085,36,Richmond County,NY,55.6,264761,264740,64.7,250183,67.2,64067,80.8,97.5,298108,62.6,298071,72.9,279435,75,69294,87.4,B,8,8,8,8,Metro,4,4,4,4
09/08/2021,36061,36,New York County,NY,69.1,1124804,1124716,76.8,1078331,77.2,217487,78.8,97.5,1291245,79.3,1291082,88.2,1228043,87.9,241487,87.5,C,12,12,12,12,Metro,4,4,4,4
09/08/2021,36005,36,Bronx County,NY,51.6,731176,731105,61.9,684752,64,143675,76.1,97.5,858109,60.5,857994,72.7,794634,74.3,156998,83.2,D,16,16,16,16,Metro,4,4,4,4
09/08/2021,36047,36,Kings County,NY,52.4,1342538,1342429,62.3,1271891,64.3,247330,67.2,97.5,1539620,60.1,1539387,71.5,1449556,73.2,274716,74.7,D,16,16,16,15,Metro,4,4,4,3
09/08/2021,36081,36,Queens County,NY,66.6,1500629,1500560,77.2,1411438,78.3,285784,77.6,97.5,1711450,75.9,1711310,88.1,1600454,88.8,316397,85.9,C,12,12,12,12,Metro,4,4,4,4
09/07/2021,36005,36,Bronx County,NY,51.4,728327,728256,61.7,682596,63.8,143497,76,97.5,855406,60.3,855293,72.4,792508,74.1,156891,83.1,D,16,16,16,16,Metro,4,4,4,4
09/07/2021,36081,36,Queens County,NY,66.5,1497751,1497683,77.1,1409126,78.2,285589,77.5,97.5,1708683,75.8,1708543,87.9,1598192,88.7,316233,85.9,C,12,12,12,12,Metro,4,4,4,4
09/07/2021,36047,36,Kings County,NY,52.3,1339512,1339404,62.2,1269391,64.1,247102,67.2,97.5,1536551,60,1536318,71.4,1446972,73.1,274528,74.6,D,16,16,16,15,Metro,4,4,4,3
09/07/2021,36061,36,New York County,NY,69,1123188,1123102,76.7,1076973,77.1,217359,78.7,97.5,1289539,79.2,1289377,88.1,1226569,87.8,241334,87.4,C,12,12,12,12,Metro,4,4,4,4
09/07/2021,36085,36,Richmond County,NY,55.5,264262,264241,64.6,249764,67.1,64027,80.7,97.5,297583,62.5,297546,72.7,279011,74.9,69267,87.3,B,8,8,8,8,Metro,4,4,4,4
09/06/2021,36085,36,Richmond County,NY,55.4,263848,263827,64.5,249429,67,64006,80.7,97.5,297130,62.4,297093,72.6,278656,74.8,69248,87.3,B,8,8,8,8,Metro,4,4,4,4
09/06/2021,36005,36,Bronx County,NY,51.3,727379,727308,61.6,681827,63.7,143458,76,97.5,854043,60.2,853930,72.3,791363,74,156849,83.1,D,16,16,16,16,Metro,4,4,4,4
09/06/2021,36081,36,Queens County,NY,66.4,1495694,1495627,77,1407427,78.1,285481,77.5,97.5,1706290,75.7,1706150,87.8,1596187,88.6,316116,85.8,C,12,12,12,12,Metro,4,4,4,4
09/06/2021,36047,36,Kings County,NY,52.2,1337533,1337425,62.1,1267787,64.1,246974,67.1,97.5,1534243,59.9,1534010,71.2,1445005,73,274408,74.6,D,16,16,16,15,Metro,4,4,4,3
09/06/2021,36061,36,New York County,NY,68.9,1122463,1122378,76.6,1076349,77.1,217309,78.7,97.5,1288310,79.1,1288148,88.0,1225479,87.8,241223,87.4,C,12,12,12,12,Metro,4,4,4,4
09/05/2021,36081,36,Queens County,NY,66.2,1492151,1492084,76.8,1404537,77.9,285286,77.5,97.5,1702418,75.5,1702278,87.6,1592895,88.4,315933,85.8,C,12,12,12,12,Metro,4,4,4,4
09/05/2021,36085,36,Richmond County,NY,55.2,262976,262955,64.3,248715,66.8,63949,80.6,97.5,296370,62.2,296333,72.5,278043,74.7,69219,87.3,B,8,8,8,8,Metro,4,4,4,4
09/05/2021,36061,36,New York County,NY,68.8,1121100,1121015,76.6,1075119,77,217220,78.7,97.5,1286264,79,1286102,87.8,1223657,87.6,241024,87.3,C,12,12,12,12,Metro,4,4,4,4
09/05/2021,36047,36,Kings County,NY,52.1,1333952,1333845,61.9,1264706,63.9,246715,67.1,97.5,1530180,59.8,1529947,71.1,1441559,72.8,274218,74.5,D,16,16,16,15,Metro,4,4,4,3
09/05/2021,36005,36,Bronx County,NY,51.2,725510,725439,61.4,680249,63.6,143376,76,97.5,851548,60,851435,72.1,789306,73.8,156763,83,D,16,16,16,16,Metro,4,4,4,4
09/04/2021,36081,35,Queens County,NY,66,1487900,1487834,76.6,1401207,77.7,285039,77.4,97.5,1698278,75.3,1698139,87.4,1589488,88.2,315733,85.7,C,12,12,12,12,Metro,4,4,4,4
09/04/2021,36085,35,Richmond County,NY,55.1,262190,262169,64.1,248084,66.6,63903,80.6,97.5,295650,62.1,295613,72.3,277457,74.5,69185,87.2,B,8,8,8,8,Metro,4,4,4,4
09/04/2021,36061,35,New York County,NY,68.7,1119565,1119480,76.5,1073834,76.9,217127,78.6,97.5,1284059,78.8,1283898,87.7,1221725,87.5,240811,87.2,C,12,12,12,12,Metro,4,4,4,4
09/04/2021,36005,35,Bronx County,NY,51,723126,723055,61.2,678414,63.4,143286,75.9,97.5,849043,59.9,848931,71.9,787278,73.6,156680,83,D,16,16,16,16,Metro,4,4,4,4
09/04/2021,36047,35,Kings County,NY,51.9,1329719,1329614,61.8,1261332,63.7,246458,67,97.5,1525985,59.6,1525753,70.9,1438018,72.7,274001,74.5,D,16,16,16,15,Metro,4,4,4,3
09/03/2021,36085,35,Richmond County,NY,54.9,261190,261170,63.9,247306,66.4,63831,80.5,97.5,294602,61.9,294565,72.0,276593,74.3,69120,87.2,B,8,8,8,8,Metro,4,4,4,4
09/03/2021,36047,35,Kings County,NY,51.8,1324934,1324829,61.5,1257220,63.5,246035,66.9,97.5,1519393,59.4,1519163,70.6,1432422,72.4,273584,74.4,D,16,16,16,15,Metro,4,4,4,3
09/03/2021,36005,35,Bronx County,NY,50.7,719690,719619,60.9,675732,63.2,143081,75.8,97.5,844257,59.5,844147,71.5,783421,73.2,156509,82.9,D,16,16,16,16,Metro,4,4,4,4
09/03/2021,36081,35,Queens County,NY,65.8,1483228,1483163,76.3,1397370,77.5,284685,77.3,97.5,1692743,75.1,1692606,87.1,1584802,87.9,315390,85.6,C,12,12,12,12,Metro,4,4,4,4
09/03/2021,36061,35,New York County,NY,68.6,1117394,1117309,76.3,1071954,76.8,216920,78.6,97.5,1280858,78.6,1280699,87.5,1218957,87.3,240555,87.1,C,12,12,12,12,Metro,4,4,4,4
09/02/2021,36085,35,Richmond County,NY,54.6,260150,260130,63.6,246464,66.2,63759,80.4,97.5,293529,61.6,293492,71.8,275673,74,69063,87.1,B,8,8,8,8,Metro,4,4,4,4
09/02/2021,36047,35,Kings County,NY,51.5,1318873,1318770,61.2,1252166,63.3,245497,66.7,97.5,1512192,59.1,1511963,70.2,1426108,72.1,273099,74.2,D,16,16,16,15,Metro,4,4,4,3
09/02/2021,36061,35,New York County,NY,68.4,1114601,1114516,76.1,1069564,76.6,216677,78.5,97.5,1276860,78.4,1276701,87.2,1215400,87,240158,87,C,12,12,12,12,Metro,4,4,4,4
09/02/2021,36081,35,Queens County,NY,65.6,1477507,1477442,76,1392831,77.3,284278,77.2,97.5,1686579,74.8,1686444,86.8,1579577,87.6,315008,85.5,C,12,12,12,12,Metro,4,4,4,4
09/02/2021,36005,35,Bronx County,NY,50.5,715523,715452,60.6,672482,62.9,142872,75.7,97.5,838963,59.2,838853,71.0,778992,72.8,156283,82.8,D,16,16,16,16,Metro,4,4,4,4
09/01/2021,36061,35,New York County,NY,68.3,1112432,1112347,76,1067763,76.5,216490,78.4,97.5,1274071,78.2,1273914,87.0,1212949,86.9,239851,86.9,C,12,12,12,12,Metro,4,4,4,4
09/01/2021,36047,35,Kings County,NY,51.3,1314196,1314094,61,1248490,63.1,245130,66.6,97.5,1507198,58.9,1506970,70.0,1421836,71.8,272727,74.1,D,16,16,16,15,Metro,4,4,4,3
09/01/2021,36085,35,Richmond County,NY,54.4,259226,259206,63.4,245773,66,63701,80.3,97.5,292685,61.5,292649,71.6,274973,73.8,69007,87,B,8,8,8,8,Metro,4,4,4,4
09/01/2021,36005,35,Bronx County,NY,50.2,711811,711740,60.3,669777,62.6,142666,75.6,97.5,835116,58.9,835006,70.7,775807,72.5,156132,82.7,D,16,16,16,16,Metro,4,4,4,4
09/01/2021,36081,35,Queens County,NY,65.3,1472391,1472326,75.8,1389125,77.1,283991,77.1,97.5,1681770,74.6,1681638,86.5,1575550,87.4,314699,85.4,C,12,12,12,12,Metro,4,4,4,4
08/31/2021,36081,35,Queens County,NY,65.1,1467863,1467798,75.5,1385853,76.9,283703,77,97.5,1677442,74.4,1677310,86.3,1571905,87.2,314409,85.4,C,12,12,12,12,Metro,4,4,4,4
08/31/2021,36005,35,Bronx County,NY,49.9,708096,708025,60,667190,62.4,142478,75.5,97.5,831303,58.6,831193,70.4,772750,72.3,155952,82.6,D,15,16,16,16,Metro,3,4,4,4
08/31/2021,36047,35,Kings County,NY,51.2,1309606,1309505,60.8,1244963,62.9,244748,66.5,97.5,1502380,58.7,1502153,69.8,1417652,71.6,272380,74,D,16,16,16,15,Metro,4,4,4,3
08/31/2021,36061,35,New York County,NY,68.2,1110274,1110190,75.8,1065986,76.3,216288,78.3,97.5,1271467,78.1,1271312,86.8,1210632,86.7,239520,86.7,C,12,12,12,12,Metro,4,4,4,4
08/31/2021,36085,35,Richmond County,NY,54.3,258502,258483,63.2,245251,65.8,63658,80.3,97.5,291794,61.3,291759,71.3,274244,73.6,68960,87,B,8,8,8,8,Metro,4,4,4,4
08/30/2021,36085,35,Richmond County,NY,54.1,257788,257769,63,244739,65.7,63613,80.2,97.5,291023,61.1,290988,71.1,273620,73.5,68916,86.9,B,8,8,8,8,Metro,4,4,4,4
08/30/2021,36005,35,Bronx County,NY,49.7,705067,704996,59.7,665245,62.2,142350,75.4,97.5,828767,58.4,828659,70.2,770739,72.1,155845,82.6,D,15,16,16,16,Metro,3,4,4,4
08/30/2021,36061,35,New York County,NY,68.1,1108564,1108481,75.7,1064605,76.2,216133,78.3,97.5,1269510,77.9,1269355,86.7,1208897,86.6,239305,86.7,C,12,12,12,12,Metro,4,4,4,4
08/30/2021,36047,35,Kings County,NY,51,1305900,1305799,60.6,1242230,62.8,244474,66.5,97.5,1499019,58.6,1498793,69.6,1414803,71.5,272168,74,D,16,16,16,15,Metro,4,4,4,3
08/30/2021,36081,35,Queens County,NY,65,1463902,1463837,75.3,1383032,76.7,283470,77,97.5,1674142,74.3,1674010,86.1,1569157,87.1,314186,85.3,C,12,12,12,12,Metro,4,4,4,4
08/29/2021,36005,35,Bronx County,NY,49.6,703715,703645,59.6,664200,62.1,142282,75.4,97.5,827321,58.3,827213,70.0,769537,72,155798,82.5,D,15,16,16,16,Metro,3,4,4,4
08/29/2021,36081,35,Queens County,NY,64.8,1459776,1459711,75.1,1379888,76.6,283277,76.9,97.5,1670510,74.1,1670378,86.0,1566142,86.9,313972,85.2,C,12,12,12,12,Metro,4,4,4,4
08/29/2021,36085,35,Richmond County,NY,54,257016,256997,62.8,244136,65.5,63571,80.2,97.5,290239,61,290204,71.0,272968,73.3,68891,86.9,B,8,8,8,8,Metro,4,4,4,4
08/29/2021,36061,35,New York County,NY,68,1107185,1107102,75.6,1063472,76.2,216040,78.2,97.5,1267762,77.8,1267607,86.6,1207329,86.5,239112,86.6,C,12,12,12,12,Metro,4,4,4,4
08/29/2021,36047,35,Kings County,NY,50.9,1302735,1302634,60.5,1239783,62.6,244283,66.4,97.5,1496225,58.4,1495999,69.5,1412398,71.4,272005,73.9,D,16,16,16,15,Metro,4,4,4,3
08/28/2021,36061,34,New York County,NY,67.9,1105527,1105444,75.5,1062082,76.1,215932,78.2,97.5,1265741,77.7,1265586,86.4,1205545,86.3,238881,86.5,C,12,12,12,12,Metro,4,4,4,4
08/28/2021,36085,34,Richmond County,NY,53.8,256136,256117,62.6,243444,65.4,63514,80.1,97.5,289456,60.8,289421,70.8,272313,73.1,68843,86.8,B,8,8,8,8,Metro,4,4,4,4
08/28/2021,36005,34,Bronx County,NY,49.5,701309,701240,59.4,662376,61.9,142166,75.3,97.5,824727,58.2,824619,69.8,767401,71.8,155687,82.5,D,15,16,16,16,Metro,3,4,4,4
08/28/2021,36081,34,Queens County,NY,64.6,1455057,1454992,74.9,1376270,76.4,283017,76.8,97.5,1666494,73.9,1666362,85.8,1562751,86.7,313729,85.2,C,12,12,12,12,Metro,4,4,4,4
08/28/2021,36047,34,Kings County,NY,50.7,1298707,1298606,60.3,1236612,62.5,243995,66.3,97.5,1492265,58.3,1492040,69.3,1409031,71.2,271780,73.9,D,16,16,16,15,Metro,4,4,4,3
08/27/2021,36081,34,Queens County,NY,64.4,1450585,1450520,74.6,1372704,76.2,282661,76.7,97.5,1662119,73.7,1661988,85.5,1559101,86.5,313433,85.1,C,12,12,12,12,Metro,4,4,4,4
08/27/2021,36085,34,Richmond County,NY,53.6,255144,255125,62.4,242667,65.2,63445,80,97.5,288515,60.6,288480,70.5,271513,72.9,68797,86.8,B,8,8,8,8,Metro,4,4,4,4
08/27/2021,36047,34,Kings County,NY,50.6,1294662,1294564,60.1,1233307,62.3,243674,66.2,97.5,1488244,58.1,1488020,69.1,1405600,71,271529,73.8,D,16,16,16,15,Metro,4,4,4,3
08/27/2021,36005,34,Bronx County,NY,49.3,698498,698429,59.1,660173,61.7,141995,75.2,97.5,821269,57.9,821161,69.5,764567,71.5,155529,82.4,D,15,16,16,16,Metro,3,4,4,4
08/27/2021,36061,34,New York County,NY,67.8,1103535,1103452,75.4,1060352,75.9,215752,78.1,97.5,1263260,77.6,1263105,86.3,1203394,86.2,238613,86.4,C,12,12,12,12,Metro,4,4,4,4
08/26/2021,36047,34,Kings County,NY,50.4,1290194,1290096,59.9,1229563,62.1,243225,66.1,97.5,1483230,57.9,1483006,68.9,1401343,70.8,271151,73.7,D,16,16,16,15,Metro,4,4,4,3
08/26/2021,36061,34,New York County,NY,67.6,1101720,1101638,75.2,1058733,75.8,215559,78.1,97.5,1260830,77.4,1260678,86.1,1201262,86,238320,86.3,C,12,12,12,12,Metro,4,4,4,4
08/26/2021,36085,34,Richmond County,NY,53.4,254300,254281,62.2,241980,65,63376,79.9,97.5,287636,60.4,287602,70.3,270769,72.7,68749,86.7,B,8,8,8,8,Metro,4,4,4,4
